hour,visits,week_start,week_end
8,1652,2024-07-29,2024-08-04
9,2916,2024-07-29,2024-08-04
10,3862,2024-07-29,2024-08-04
11,5110,2024-07-29,2024-08-04
12,5408,2024-07-29,2024-08-04
13,6177,2024-07-29,2024-08-04
14,6104,2024-07-29,2024-08-04
15,4520,2024-07-29,2024-08-04
16,4116,2024-07-29,2024-08-04
17,4246,2024-07-29,2024-08-04
18,5805,2024-07-29,2024-08-04
19,5869,2024-07-29,2024-08-04
20,5709,2024-07-29,2024-08-04
21,2942,2024-07-29,2024-08-04
22,1435,2024-07-29,2024-08-04
23,972,2024-07-29,2024-08-04
0,682,2024-08-05,2024-08-11
1,359,2024-08-05,2024-08-11
2,64,2024-08-05,2024-08-11
3,64,2024-08-05,2024-08-11
4,64,2024-08-05,2024-08-11
5,64,2024-08-05,2024-08-11
6,375,2024-08-05,2024-08-11
7,545,2024-08-05,2024-08-11
8,1175,2024-08-05,2024-08-11
9,2480,2024-08-05,2024-08-11
10,3706,2024-08-05,2024-08-11
11,4256,2024-08-05,2024-08-11
12,5080,2024-08-05,2024-08-11
13,5078,2024-08-05,2024-08-11
14,5077,2024-08-05,2024-08-11
15,6911,2024-08-05,2024-08-11
16,7815,2024-08-05,2024-08-11
17,8631,2024-08-05,2024-08-11
18,8177,2024-08-05,2024-08-11
19,7683,2024-08-05,2024-08-11
20,5033,2024-08-05,2024-08-11
21,2983,2024-08-05,2024-08-11
22,1564,2024-08-05,2024-08-11
23,936,2024-08-05,2024-08-11
0,649,2024-08-12,2024-08-18
1,482,2024-08-12,2024-08-18
2,205,2024-08-12,2024-08-18
3,99,2024-08-12,2024-08-18
4,28,2024-08-12,2024-08-18
5,0,2024-08-12,2024-08-18
6,591,2024-08-12,2024-08-18
7,1074,2024-08-12,2024-08-18
8,2124,2024-08-12,2024-08-18
9,3263,2024-08-12,2024-08-18
10,4618,2024-08-12,2024-08-18
11,5546,2024-08-12,2024-08-18
12,6069,2024-08-12,2024-08-18
13,7728,2024-08-12,2024-08-18
14,8754,2024-08-12,2024-08-18
15,9430,2024-08-12,2024-08-18
16,8658,2024-08-12,2024-08-18
17,7035,2024-08-12,2024-08-18
18,7337,2024-08-12,2024-08-18
19,7009,2024-08-12,2024-08-18
20,5326,2024-08-12,2024-08-18
21,2345,2024-08-12,2024-08-18
22,1730,2024-08-12,2024-08-18
23,1112,2024-08-12,2024-08-18
0,651,2024-08-19,2024-08-25
1,87,2024-08-19,2024-08-25
2,0,2024-08-19,2024-08-25
3,0,2024-08-19,2024-08-25
4,28,2024-08-19,2024-08-25
5,0,2024-08-19,2024-08-25
6,181,2024-08-19,2024-08-25
7,701,2024-08-19,2024-08-25
8,2358,2024-08-19,2024-08-25
9,3161,2024-08-19,2024-08-25
10,3594,2024-08-19,2024-08-25
11,5029,2024-08-19,2024-08-25
12,5931,2024-08-19,2024-08-25
13,7589,2024-08-19,2024-08-25
14,8751,2024-08-19,2024-08-25
15,9955,2024-08-19,2024-08-25
16,11365,2024-08-19,2024-08-25
17,11093,2024-08-19,2024-08-25
18,11649,2024-08-19,2024-08-25
19,11197,2024-08-19,2024-08-25
20,8352,2024-08-19,2024-08-25
21,3371,2024-08-19,2024-08-25
22,1941,2024-08-19,2024-08-25
23,1209,2024-08-19,2024-08-25
0,312,2024-08-26,2024-09-01
1,125,2024-08-26,2024-09-01
2,66,2024-08-26,2024-09-01
3,15,2024-08-26,2024-09-01
4,15,2024-08-26,2024-09-01
5,15,2024-08-26,2024-09-01
6,161,2024-08-26,2024-09-01
7,634,2024-08-26,2024-09-01
8,1345,2024-08-26,2024-09-01
9,1591,2024-08-26,2024-09-01
10,2439,2024-08-26,2024-09-01
11,2892,2024-08-26,2024-09-01
12,4098,2024-08-26,2024-09-01
13,3647,2024-08-26,2024-09-01
14,5255,2024-08-26,2024-09-01
15,6311,2024-08-26,2024-09-01
16,6409,2024-08-26,2024-09-01
17,6025,2024-08-26,2024-09-01
18,7316,2024-08-26,2024-09-01
19,7251,2024-08-26,2024-09-01
20,4390,2024-08-26,2024-09-01
21,1787,2024-08-26,2024-09-01
22,1062,2024-08-26,2024-09-01
23,210,2024-08-26,2024-09-01
0,445,2024-09-02,2024-09-08
1,350,2024-09-02,2024-09-08
2,281,2024-09-02,2024-09-08
3,281,2024-09-02,2024-09-08
4,99,2024-09-02,2024-09-08
5,99,2024-09-02,2024-09-08
6,276,2024-09-02,2024-09-08
7,769,2024-09-02,2024-09-08
8,1931,2024-09-02,2024-09-08
9,2635,2024-09-02,2024-09-08
10,3787,2024-09-02,2024-09-08
11,4922,2024-09-02,2024-09-08
12,6844,2024-09-02,2024-09-08
13,8239,2024-09-02,2024-09-08
14,8678,2024-09-02,2024-09-08
15,10303,2024-09-02,2024-09-08
16,11216,2024-09-02,2024-09-08
17,10187,2024-09-02,2024-09-08
18,9478,2024-09-02,2024-09-08
19,7024,2024-09-02,2024-09-08
20,2238,2024-09-02,2024-09-08
21,930,2024-09-02,2024-09-08
22,692,2024-09-02,2024-09-08
23,588,2024-09-02,2024-09-08
0,290,2024-09-09,2024-09-15
1,73,2024-09-09,2024-09-15
2,73,2024-09-09,2024-09-15
3,73,2024-09-09,2024-09-15
4,99,2024-09-09,2024-09-15
5,73,2024-09-09,2024-09-15
6,659,2024-09-09,2024-09-15
7,1433,2024-09-09,2024-09-15
8,2962,2024-09-09,2024-09-15
9,3645,2024-09-09,2024-09-15
10,3618,2024-09-09,2024-09-15
11,5216,2024-09-09,2024-09-15
12,6215,2024-09-09,2024-09-15
13,6592,2024-09-09,2024-09-15
14,7238,2024-09-09,2024-09-15
15,9338,2024-09-09,2024-09-15
16,11411,2024-09-09,2024-09-15
17,13216,2024-09-09,2024-09-15
18,10913,2024-09-09,2024-09-15
19,6571,2024-09-09,2024-09-15
20,1031,2024-09-09,2024-09-15
21,823,2024-09-09,2024-09-15
22,628,2024-09-09,2024-09-15
23,495,2024-09-09,2024-09-15
0,118,2024-09-16,2024-09-22
1,71,2024-09-16,2024-09-22
2,71,2024-09-16,2024-09-22
3,71,2024-09-16,2024-09-22
4,71,2024-09-16,2024-09-22
5,71,2024-09-16,2024-09-22
6,545,2024-09-16,2024-09-22
7,565,2024-09-16,2024-09-22
8,2263,2024-09-16,2024-09-22
9,3072,2024-09-16,2024-09-22
10,4351,2024-09-16,2024-09-22
11,4957,2024-09-16,2024-09-22
12,6079,2024-09-16,2024-09-22
13,6970,2024-09-16,2024-09-22
14,8122,2024-09-16,2024-09-22
15,9694,2024-09-16,2024-09-22
16,11783,2024-09-16,2024-09-22
17,12461,2024-09-16,2024-09-22
18,10209,2024-09-16,2024-09-22
19,5759,2024-09-16,2024-09-22
20,1888,2024-09-16,2024-09-22
21,630,2024-09-16,2024-09-22
22,381,2024-09-16,2024-09-22
23,332,2024-09-16,2024-09-22
0,98,2024-09-23,2024-09-29
1,98,2024-09-23,2024-09-29
2,124,2024-09-23,2024-09-29
3,124,2024-09-23,2024-09-29
4,98,2024-09-23,2024-09-29
5,191,2024-09-23,2024-09-29
6,680,2024-09-23,2024-09-29
7,933,2024-09-23,2024-09-29
8,1480,2024-09-23,2024-09-29
9,2416,2024-09-23,2024-09-29
10,3254,2024-09-23,2024-09-29
11,2373,2024-09-23,2024-09-29
12,2824,2024-09-23,2024-09-29
13,3178,2024-09-23,2024-09-29
14,2587,2024-09-23,2024-09-29
15,4204,2024-09-23,2024-09-29
16,6622,2024-09-23,2024-09-29
17,6907,2024-09-23,2024-09-29
18,4964,2024-09-23,2024-09-29
19,2346,2024-09-23,2024-09-29
20,1478,2024-09-23,2024-09-29
21,1051,2024-09-23,2024-09-29
22,756,2024-09-23,2024-09-29
23,603,2024-09-23,2024-09-29
