hour,visits,week_start,week_end
19,671,2024-09-02,2024-09-08
20,182,2024-09-02,2024-09-08
21,47,2024-09-02,2024-09-08
22,47,2024-09-02,2024-09-08
23,47,2024-09-02,2024-09-08
0,28,2024-09-09,2024-09-15
1,0,2024-09-09,2024-09-15
2,0,2024-09-09,2024-09-15
3,0,2024-09-09,2024-09-15
4,0,2024-09-09,2024-09-15
5,0,2024-09-09,2024-09-15
6,39,2024-09-09,2024-09-15
7,452,2024-09-09,2024-09-15
8,574,2024-09-09,2024-09-15
9,825,2024-09-09,2024-09-15
10,1029,2024-09-09,2024-09-15
11,1059,2024-09-09,2024-09-15
12,656,2024-09-09,2024-09-15
13,521,2024-09-09,2024-09-15
14,506,2024-09-09,2024-09-15
15,914,2024-09-09,2024-09-15
16,1186,2024-09-09,2024-09-15
17,847,2024-09-09,2024-09-15
18,815,2024-09-09,2024-09-15
19,448,2024-09-09,2024-09-15
20,104,2024-09-09,2024-09-15
21,46,2024-09-09,2024-09-15
22,0,2024-09-09,2024-09-15
23,28,2024-09-09,2024-09-15
0,0,2024-09-16,2024-09-22
1,0,2024-09-16,2024-09-22
2,0,2024-09-16,2024-09-22
3,0,2024-09-16,2024-09-22
4,0,2024-09-16,2024-09-22
5,0,2024-09-16,2024-09-22
6,41,2024-09-16,2024-09-22
7,219,2024-09-16,2024-09-22
8,453,2024-09-16,2024-09-22
9,852,2024-09-16,2024-09-22
10,1021,2024-09-16,2024-09-22
11,963,2024-09-16,2024-09-22
12,451,2024-09-16,2024-09-22
13,621,2024-09-16,2024-09-22
14,751,2024-09-16,2024-09-22
15,968,2024-09-16,2024-09-22
16,1365,2024-09-16,2024-09-22
17,1216,2024-09-16,2024-09-22
18,937,2024-09-16,2024-09-22
19,336,2024-09-16,2024-09-22
20,169,2024-09-16,2024-09-22
21,69,2024-09-16,2024-09-22
22,125,2024-09-16,2024-09-22
23,13,2024-09-16,2024-09-22
