hour,visits,week_start,week_end
22,3943,2024-08-26,2024-09-01
23,5983,2024-08-26,2024-09-01
0,3678,2024-09-02,2024-09-08
1,897,2024-09-02,2024-09-08
2,394,2024-09-02,2024-09-08
3,172,2024-09-02,2024-09-08
4,248,2024-09-02,2024-09-08
5,234,2024-09-02,2024-09-08
6,363,2024-09-02,2024-09-08
7,830,2024-09-02,2024-09-08
8,1849,2024-09-02,2024-09-08
9,2903,2024-09-02,2024-09-08
10,3877,2024-09-02,2024-09-08
11,4332,2024-09-02,2024-09-08
12,4240,2024-09-02,2024-09-08
13,4944,2024-09-02,2024-09-08
14,5764,2024-09-02,2024-09-08
15,6613,2024-09-02,2024-09-08
16,7477,2024-09-02,2024-09-08
17,8420,2024-09-02,2024-09-08
18,8842,2024-09-02,2024-09-08
19,7024,2024-09-02,2024-09-08
20,3863,2024-09-02,2024-09-08
21,2877,2024-09-02,2024-09-08
22,2691,2024-09-02,2024-09-08
23,3647,2024-09-02,2024-09-08
0,319,2024-09-09,2024-09-15
1,100,2024-09-09,2024-09-15
2,64,2024-09-09,2024-09-15
3,27,2024-09-09,2024-09-15
4,27,2024-09-09,2024-09-15
5,27,2024-09-09,2024-09-15
6,294,2024-09-09,2024-09-15
7,509,2024-09-09,2024-09-15
8,942,2024-09-09,2024-09-15
9,1817,2024-09-09,2024-09-15
10,2501,2024-09-09,2024-09-15
11,2442,2024-09-09,2024-09-15
12,3005,2024-09-09,2024-09-15
13,3655,2024-09-09,2024-09-15
14,4024,2024-09-09,2024-09-15
15,4350,2024-09-09,2024-09-15
16,4447,2024-09-09,2024-09-15
17,6138,2024-09-09,2024-09-15
18,7264,2024-09-09,2024-09-15
19,6362,2024-09-09,2024-09-15
20,3619,2024-09-09,2024-09-15
21,1954,2024-09-09,2024-09-15
22,860,2024-09-09,2024-09-15
23,755,2024-09-09,2024-09-15
0,597,2024-09-16,2024-09-22
1,213,2024-09-16,2024-09-22
2,36,2024-09-16,2024-09-22
3,36,2024-09-16,2024-09-22
4,36,2024-09-16,2024-09-22
5,144,2024-09-16,2024-09-22
