hour,visits,week_start,week_end
17,3625,2024-06-17,2024-06-23
18,3619,2024-06-17,2024-06-23
19,3227,2024-06-17,2024-06-23
20,2891,2024-06-17,2024-06-23
21,1253,2024-06-17,2024-06-23
22,444,2024-06-17,2024-06-23
23,319,2024-06-17,2024-06-23
0,89,2024-06-24,2024-06-30
1,89,2024-06-24,2024-06-30
2,89,2024-06-24,2024-06-30
3,0,2024-06-24,2024-06-30
4,0,2024-06-24,2024-06-30
5,26,2024-06-24,2024-06-30
6,26,2024-06-24,2024-06-30
7,0,2024-06-24,2024-06-30
8,645,2024-06-24,2024-06-30
9,889,2024-06-24,2024-06-30
10,2140,2024-06-24,2024-06-30
11,3238,2024-06-24,2024-06-30
12,3655,2024-06-24,2024-06-30
13,3533,2024-06-24,2024-06-30
14,3900,2024-06-24,2024-06-30
15,4125,2024-06-24,2024-06-30
16,3777,2024-06-24,2024-06-30
17,2490,2024-06-24,2024-06-30
18,2441,2024-06-24,2024-06-30
19,2004,2024-06-24,2024-06-30
20,1721,2024-06-24,2024-06-30
21,1029,2024-06-24,2024-06-30
22,380,2024-06-24,2024-06-30
23,151,2024-06-24,2024-06-30
0,237,2024-07-01,2024-07-07
1,244,2024-07-01,2024-07-07
2,220,2024-07-01,2024-07-07
3,62,2024-07-01,2024-07-07
4,0,2024-07-01,2024-07-07
5,0,2024-07-01,2024-07-07
6,134,2024-07-01,2024-07-07
7,27,2024-07-01,2024-07-07
8,614,2024-07-01,2024-07-07
9,1135,2024-07-01,2024-07-07
10,2523,2024-07-01,2024-07-07
11,3652,2024-07-01,2024-07-07
12,3132,2024-07-01,2024-07-07
13,4839,2024-07-01,2024-07-07
14,5166,2024-07-01,2024-07-07
15,5242,2024-07-01,2024-07-07
16,4398,2024-07-01,2024-07-07
17,3657,2024-07-01,2024-07-07
18,3942,2024-07-01,2024-07-07
19,3550,2024-07-01,2024-07-07
20,1606,2024-07-01,2024-07-07
21,960,2024-07-01,2024-07-07
22,587,2024-07-01,2024-07-07
23,328,2024-07-01,2024-07-07
0,64,2024-07-08,2024-07-14
1,90,2024-07-08,2024-07-14
2,41,2024-07-08,2024-07-14
3,174,2024-07-08,2024-07-14
4,91,2024-07-08,2024-07-14
5,118,2024-07-08,2024-07-14
6,65,2024-07-08,2024-07-14
7,211,2024-07-08,2024-07-14
8,730,2024-07-08,2024-07-14
9,1121,2024-07-08,2024-07-14
10,2310,2024-07-08,2024-07-14
11,3500,2024-07-08,2024-07-14
12,2757,2024-07-08,2024-07-14
13,2610,2024-07-08,2024-07-14
14,2596,2024-07-08,2024-07-14
15,3071,2024-07-08,2024-07-14
16,2902,2024-07-08,2024-07-14
17,2625,2024-07-08,2024-07-14
18,2335,2024-07-08,2024-07-14
19,2576,2024-07-08,2024-07-14
20,1491,2024-07-08,2024-07-14
21,667,2024-07-08,2024-07-14
22,436,2024-07-08,2024-07-14
23,247,2024-07-08,2024-07-14
0,193,2024-07-15,2024-07-21
1,156,2024-07-15,2024-07-21
2,44,2024-07-15,2024-07-21
3,146,2024-07-15,2024-07-21
4,130,2024-07-15,2024-07-21
5,157,2024-07-15,2024-07-21
6,103,2024-07-15,2024-07-21
7,288,2024-07-15,2024-07-21
8,492,2024-07-15,2024-07-21
9,548,2024-07-15,2024-07-21
10,1945,2024-07-15,2024-07-21
11,2965,2024-07-15,2024-07-21
12,3328,2024-07-15,2024-07-21
13,3297,2024-07-15,2024-07-21
14,4120,2024-07-15,2024-07-21
15,3688,2024-07-15,2024-07-21
16,3477,2024-07-15,2024-07-21
17,3215,2024-07-15,2024-07-21
18,3106,2024-07-15,2024-07-21
19,2456,2024-07-15,2024-07-21
20,1380,2024-07-15,2024-07-21
21,753,2024-07-15,2024-07-21
22,430,2024-07-15,2024-07-21
23,296,2024-07-15,2024-07-21
0,243,2024-07-22,2024-07-28
1,60,2024-07-22,2024-07-28
2,60,2024-07-22,2024-07-28
3,60,2024-07-22,2024-07-28
4,60,2024-07-22,2024-07-28
5,87,2024-07-22,2024-07-28
6,142,2024-07-22,2024-07-28
7,262,2024-07-22,2024-07-28
8,286,2024-07-22,2024-07-28
9,798,2024-07-22,2024-07-28
10,2590,2024-07-22,2024-07-28
11,3591,2024-07-22,2024-07-28
12,4510,2024-07-22,2024-07-28
13,4706,2024-07-22,2024-07-28
14,5314,2024-07-22,2024-07-28
15,4888,2024-07-22,2024-07-28
16,3829,2024-07-22,2024-07-28
17,3048,2024-07-22,2024-07-28
18,2290,2024-07-22,2024-07-28
19,2513,2024-07-22,2024-07-28
20,1845,2024-07-22,2024-07-28
21,942,2024-07-22,2024-07-28
22,421,2024-07-22,2024-07-28
23,262,2024-07-22,2024-07-28
0,28,2024-07-29,2024-08-04
1,0,2024-07-29,2024-08-04
2,0,2024-07-29,2024-08-04
3,28,2024-07-29,2024-08-04
4,56,2024-07-29,2024-08-04
5,56,2024-07-29,2024-08-04
6,147,2024-07-29,2024-08-04
7,173,2024-07-29,2024-08-04
8,691,2024-07-29,2024-08-04
9,1173,2024-07-29,2024-08-04
10,1982,2024-07-29,2024-08-04
11,2862,2024-07-29,2024-08-04
12,2431,2024-07-29,2024-08-04
13,2201,2024-07-29,2024-08-04
14,2532,2024-07-29,2024-08-04
15,2399,2024-07-29,2024-08-04
16,1971,2024-07-29,2024-08-04
17,982,2024-07-29,2024-08-04
18,1048,2024-07-29,2024-08-04
19,1195,2024-07-29,2024-08-04
20,764,2024-07-29,2024-08-04
21,161,2024-07-29,2024-08-04
22,28,2024-07-29,2024-08-04
23,28,2024-07-29,2024-08-04
0,0,2024-08-05,2024-08-11
1,28,2024-08-05,2024-08-11
2,0,2024-08-05,2024-08-11
3,0,2024-08-05,2024-08-11
4,0,2024-08-05,2024-08-11
5,0,2024-08-05,2024-08-11
6,64,2024-08-05,2024-08-11
7,171,2024-08-05,2024-08-11
8,492,2024-08-05,2024-08-11
9,512,2024-08-05,2024-08-11
10,1129,2024-08-05,2024-08-11
11,2125,2024-08-05,2024-08-11
12,2345,2024-08-05,2024-08-11
13,3138,2024-08-05,2024-08-11
14,3524,2024-08-05,2024-08-11
15,3800,2024-08-05,2024-08-11
16,3561,2024-08-05,2024-08-11
17,2336,2024-08-05,2024-08-11
18,1792,2024-08-05,2024-08-11
19,1568,2024-08-05,2024-08-11
20,1099,2024-08-05,2024-08-11
21,111,2024-08-05,2024-08-11
22,45,2024-08-05,2024-08-11
23,45,2024-08-05,2024-08-11
0,508,2024-08-12,2024-08-18
1,358,2024-08-12,2024-08-18
2,26,2024-08-12,2024-08-18
3,0,2024-08-12,2024-08-18
4,0,2024-08-12,2024-08-18
5,0,2024-08-12,2024-08-18
6,28,2024-08-12,2024-08-18
7,265,2024-08-12,2024-08-18
8,923,2024-08-12,2024-08-18
9,1172,2024-08-12,2024-08-18
10,2279,2024-08-12,2024-08-18
11,3303,2024-08-12,2024-08-18
12,3717,2024-08-12,2024-08-18
13,4730,2024-08-12,2024-08-18
14,4658,2024-08-12,2024-08-18
15,4898,2024-08-12,2024-08-18
16,3262,2024-08-12,2024-08-18
17,2267,2024-08-12,2024-08-18
18,1817,2024-08-12,2024-08-18
19,1335,2024-08-12,2024-08-18
20,1116,2024-08-12,2024-08-18
21,594,2024-08-12,2024-08-18
22,518,2024-08-12,2024-08-18
23,625,2024-08-12,2024-08-18
0,250,2024-08-19,2024-08-25
1,0,2024-08-19,2024-08-25
2,0,2024-08-19,2024-08-25
3,0,2024-08-19,2024-08-25
4,0,2024-08-19,2024-08-25
5,0,2024-08-19,2024-08-25
6,508,2024-08-19,2024-08-25
7,1322,2024-08-19,2024-08-25
8,1278,2024-08-19,2024-08-25
9,1740,2024-08-19,2024-08-25
10,2103,2024-08-19,2024-08-25
11,2883,2024-08-19,2024-08-25
12,3537,2024-08-19,2024-08-25
13,4446,2024-08-19,2024-08-25
14,4923,2024-08-19,2024-08-25
15,5456,2024-08-19,2024-08-25
16,4699,2024-08-19,2024-08-25
17,2924,2024-08-19,2024-08-25
18,2115,2024-08-19,2024-08-25
19,2032,2024-08-19,2024-08-25
20,822,2024-08-19,2024-08-25
21,291,2024-08-19,2024-08-25
22,178,2024-08-19,2024-08-25
23,378,2024-08-19,2024-08-25
0,185,2024-08-26,2024-09-01
1,126,2024-08-26,2024-09-01
2,67,2024-08-26,2024-09-01
3,67,2024-08-26,2024-09-01
4,67,2024-08-26,2024-09-01
5,0,2024-08-26,2024-09-01
6,0,2024-08-26,2024-09-01
7,346,2024-08-26,2024-09-01
8,676,2024-08-26,2024-09-01
9,381,2024-08-26,2024-09-01
10,1340,2024-08-26,2024-09-01
11,2200,2024-08-26,2024-09-01
12,2448,2024-08-26,2024-09-01
13,2189,2024-08-26,2024-09-01
14,3107,2024-08-26,2024-09-01
15,3528,2024-08-26,2024-09-01
16,3206,2024-08-26,2024-09-01
17,1985,2024-08-26,2024-09-01
18,1271,2024-08-26,2024-09-01
19,1256,2024-08-26,2024-09-01
20,1024,2024-08-26,2024-09-01
21,753,2024-08-26,2024-09-01
22,290,2024-08-26,2024-09-01
23,185,2024-08-26,2024-09-01
0,209,2024-09-02,2024-09-08
1,182,2024-09-02,2024-09-08
2,29,2024-09-02,2024-09-08
3,29,2024-09-02,2024-09-08
4,0,2024-09-02,2024-09-08
5,78,2024-09-02,2024-09-08
6,296,2024-09-02,2024-09-08
7,207,2024-09-02,2024-09-08
8,113,2024-09-02,2024-09-08
9,656,2024-09-02,2024-09-08
10,1039,2024-09-02,2024-09-08
11,2002,2024-09-02,2024-09-08
12,2570,2024-09-02,2024-09-08
13,2775,2024-09-02,2024-09-08
14,3170,2024-09-02,2024-09-08
15,3657,2024-09-02,2024-09-08
16,3270,2024-09-02,2024-09-08
17,2027,2024-09-02,2024-09-08
18,2085,2024-09-02,2024-09-08
19,1510,2024-09-02,2024-09-08
20,786,2024-09-02,2024-09-08
21,433,2024-09-02,2024-09-08
22,293,2024-09-02,2024-09-08
23,366,2024-09-02,2024-09-08
0,64,2024-09-09,2024-09-15
1,67,2024-09-09,2024-09-15
2,32,2024-09-09,2024-09-15
3,32,2024-09-09,2024-09-15
4,32,2024-09-09,2024-09-15
5,90,2024-09-09,2024-09-15
6,90,2024-09-09,2024-09-15
7,94,2024-09-09,2024-09-15
8,766,2024-09-09,2024-09-15
9,1022,2024-09-09,2024-09-15
10,1925,2024-09-09,2024-09-15
11,2395,2024-09-09,2024-09-15
12,2785,2024-09-09,2024-09-15
13,2790,2024-09-09,2024-09-15
14,2899,2024-09-09,2024-09-15
15,3262,2024-09-09,2024-09-15
16,3086,2024-09-09,2024-09-15
17,3074,2024-09-09,2024-09-15
18,2245,2024-09-09,2024-09-15
19,1065,2024-09-09,2024-09-15
20,745,2024-09-09,2024-09-15
21,277,2024-09-09,2024-09-15
22,211,2024-09-09,2024-09-15
23,64,2024-09-09,2024-09-15
0,29,2024-09-16,2024-09-22
1,0,2024-09-16,2024-09-22
2,0,2024-09-16,2024-09-22
3,0,2024-09-16,2024-09-22
4,0,2024-09-16,2024-09-22
5,0,2024-09-16,2024-09-22
6,93,2024-09-16,2024-09-22
7,159,2024-09-16,2024-09-22
8,579,2024-09-16,2024-09-22
9,523,2024-09-16,2024-09-22
10,1215,2024-09-16,2024-09-22
11,1215,2024-09-16,2024-09-22
12,1739,2024-09-16,2024-09-22
13,1805,2024-09-16,2024-09-22
14,2258,2024-09-16,2024-09-22
15,2662,2024-09-16,2024-09-22
16,2500,2024-09-16,2024-09-22
17,2297,2024-09-16,2024-09-22
18,1846,2024-09-16,2024-09-22
19,1174,2024-09-16,2024-09-22
20,498,2024-09-16,2024-09-22
21,375,2024-09-16,2024-09-22
22,414,2024-09-16,2024-09-22
23,623,2024-09-16,2024-09-22
0,179,2024-09-23,2024-09-29
1,81,2024-09-23,2024-09-29
2,81,2024-09-23,2024-09-29
3,81,2024-09-23,2024-09-29
4,0,2024-09-23,2024-09-29
5,81,2024-09-23,2024-09-29
6,79,2024-09-23,2024-09-29
7,27,2024-09-23,2024-09-29
8,261,2024-09-23,2024-09-29
9,304,2024-09-23,2024-09-29
10,697,2024-09-23,2024-09-29
11,932,2024-09-23,2024-09-29
12,994,2024-09-23,2024-09-29
13,1396,2024-09-23,2024-09-29
14,1130,2024-09-23,2024-09-29
15,913,2024-09-23,2024-09-29
16,1204,2024-09-23,2024-09-29
17,1402,2024-09-23,2024-09-29
18,955,2024-09-23,2024-09-29
19,387,2024-09-23,2024-09-29
20,215,2024-09-23,2024-09-29
21,183,2024-09-23,2024-09-29
22,281,2024-09-23,2024-09-29
23,222,2024-09-23,2024-09-29
