hour,visits,week_start,week_end
5,162,2024-08-26,2024-09-01
6,304,2024-08-26,2024-09-01
7,397,2024-08-26,2024-09-01
8,800,2024-08-26,2024-09-01
9,1179,2024-08-26,2024-09-01
10,1011,2024-08-26,2024-09-01
11,1384,2024-08-26,2024-09-01
12,1672,2024-08-26,2024-09-01
13,2280,2024-08-26,2024-09-01
14,2588,2024-08-26,2024-09-01
15,3084,2024-08-26,2024-09-01
16,2767,2024-08-26,2024-09-01
17,3671,2024-08-26,2024-09-01
18,4183,2024-08-26,2024-09-01
19,4133,2024-08-26,2024-09-01
20,2744,2024-08-26,2024-09-01
21,2088,2024-08-26,2024-09-01
22,1764,2024-08-26,2024-09-01
23,932,2024-08-26,2024-09-01
0,312,2024-09-02,2024-09-08
1,397,2024-09-02,2024-09-08
2,181,2024-09-02,2024-09-08
3,59,2024-09-02,2024-09-08
4,120,2024-09-02,2024-09-08
5,120,2024-09-02,2024-09-08
6,294,2024-09-02,2024-09-08
7,511,2024-09-02,2024-09-08
8,734,2024-09-02,2024-09-08
9,1114,2024-09-02,2024-09-08
10,1002,2024-09-02,2024-09-08
11,809,2024-09-02,2024-09-08
12,1411,2024-09-02,2024-09-08
13,2015,2024-09-02,2024-09-08
14,2639,2024-09-02,2024-09-08
15,3734,2024-09-02,2024-09-08
16,3922,2024-09-02,2024-09-08
17,4627,2024-09-02,2024-09-08
18,4520,2024-09-02,2024-09-08
19,3626,2024-09-02,2024-09-08
20,1923,2024-09-02,2024-09-08
21,1499,2024-09-02,2024-09-08
22,844,2024-09-02,2024-09-08
23,487,2024-09-02,2024-09-08
0,267,2024-09-09,2024-09-15
1,133,2024-09-09,2024-09-15
2,82,2024-09-09,2024-09-15
3,82,2024-09-09,2024-09-15
4,82,2024-09-09,2024-09-15
5,82,2024-09-09,2024-09-15
6,57,2024-09-09,2024-09-15
7,108,2024-09-09,2024-09-15
8,99,2024-09-09,2024-09-15
9,462,2024-09-09,2024-09-15
10,857,2024-09-09,2024-09-15
11,941,2024-09-09,2024-09-15
12,1364,2024-09-09,2024-09-15
13,1422,2024-09-09,2024-09-15
14,2392,2024-09-09,2024-09-15
15,2769,2024-09-09,2024-09-15
16,3905,2024-09-09,2024-09-15
17,3862,2024-09-09,2024-09-15
18,3782,2024-09-09,2024-09-15
19,2935,2024-09-09,2024-09-15
20,2230,2024-09-09,2024-09-15
21,1390,2024-09-09,2024-09-15
22,679,2024-09-09,2024-09-15
23,313,2024-09-09,2024-09-15
0,194,2024-09-16,2024-09-22
1,165,2024-09-16,2024-09-22
2,85,2024-09-16,2024-09-22
3,116,2024-09-16,2024-09-22
4,133,2024-09-16,2024-09-22
