hour,visits,week_start,week_end
18,118,2024-07-01,2024-07-07
19,49,2024-07-01,2024-07-07
20,0,2024-07-01,2024-07-07
21,0,2024-07-01,2024-07-07
22,0,2024-07-01,2024-07-07
23,0,2024-07-01,2024-07-07
0,0,2024-07-08,2024-07-14
1,0,2024-07-08,2024-07-14
2,0,2024-07-08,2024-07-14
3,0,2024-07-08,2024-07-14
4,0,2024-07-08,2024-07-14
5,0,2024-07-08,2024-07-14
6,33,2024-07-08,2024-07-14
7,0,2024-07-08,2024-07-14
8,0,2024-07-08,2024-07-14
9,167,2024-07-08,2024-07-14
10,553,2024-07-08,2024-07-14
11,1032,2024-07-08,2024-07-14
12,1327,2024-07-08,2024-07-14
13,1125,2024-07-08,2024-07-14
14,916,2024-07-08,2024-07-14
15,1447,2024-07-08,2024-07-14
16,1313,2024-07-08,2024-07-14
17,636,2024-07-08,2024-07-14
18,58,2024-07-08,2024-07-14
19,83,2024-07-08,2024-07-14
20,26,2024-07-08,2024-07-14
21,94,2024-07-08,2024-07-14
22,45,2024-07-08,2024-07-14
23,0,2024-07-08,2024-07-14
0,0,2024-07-15,2024-07-21
1,0,2024-07-15,2024-07-21
2,0,2024-07-15,2024-07-21
3,0,2024-07-15,2024-07-21
4,0,2024-07-15,2024-07-21
5,0,2024-07-15,2024-07-21
6,0,2024-07-15,2024-07-21
7,0,2024-07-15,2024-07-21
8,14,2024-07-15,2024-07-21
9,36,2024-07-15,2024-07-21
10,1065,2024-07-15,2024-07-21
11,1894,2024-07-15,2024-07-21
12,2128,2024-07-15,2024-07-21
13,1761,2024-07-15,2024-07-21
14,1109,2024-07-15,2024-07-21
15,1115,2024-07-15,2024-07-21
16,1023,2024-07-15,2024-07-21
17,409,2024-07-15,2024-07-21
18,93,2024-07-15,2024-07-21
19,101,2024-07-15,2024-07-21
20,81,2024-07-15,2024-07-21
21,0,2024-07-15,2024-07-21
22,0,2024-07-15,2024-07-21
23,0,2024-07-15,2024-07-21
0,0,2024-07-22,2024-07-28
1,0,2024-07-22,2024-07-28
2,0,2024-07-22,2024-07-28
3,0,2024-07-22,2024-07-28
4,0,2024-07-22,2024-07-28
5,0,2024-07-22,2024-07-28
6,0,2024-07-22,2024-07-28
7,0,2024-07-22,2024-07-28
8,68,2024-07-22,2024-07-28
9,261,2024-07-22,2024-07-28
10,1215,2024-07-22,2024-07-28
11,1920,2024-07-22,2024-07-28
12,2056,2024-07-22,2024-07-28
13,1802,2024-07-22,2024-07-28
14,1842,2024-07-22,2024-07-28
15,1835,2024-07-22,2024-07-28
16,1464,2024-07-22,2024-07-28
17,473,2024-07-22,2024-07-28
18,45,2024-07-22,2024-07-28
19,94,2024-07-22,2024-07-28
20,26,2024-07-22,2024-07-28
21,0,2024-07-22,2024-07-28
22,0,2024-07-22,2024-07-28
23,0,2024-07-22,2024-07-28
0,0,2024-07-29,2024-08-04
1,0,2024-07-29,2024-08-04
2,0,2024-07-29,2024-08-04
3,0,2024-07-29,2024-08-04
4,0,2024-07-29,2024-08-04
5,0,2024-07-29,2024-08-04
6,0,2024-07-29,2024-08-04
7,0,2024-07-29,2024-08-04
8,6,2024-07-29,2024-08-04
9,97,2024-07-29,2024-08-04
10,967,2024-07-29,2024-08-04
11,1605,2024-07-29,2024-08-04
12,1600,2024-07-29,2024-08-04
13,1570,2024-07-29,2024-08-04
14,1045,2024-07-29,2024-08-04
15,794,2024-07-29,2024-08-04
16,696,2024-07-29,2024-08-04
17,227,2024-07-29,2024-08-04
18,0,2024-07-29,2024-08-04
19,0,2024-07-29,2024-08-04
20,0,2024-07-29,2024-08-04
21,0,2024-07-29,2024-08-04
22,0,2024-07-29,2024-08-04
23,0,2024-07-29,2024-08-04
0,0,2024-08-05,2024-08-11
1,0,2024-08-05,2024-08-11
